antecedent,consequent,support,confidence,lift,conviction,demographic_attrs,response_attrs,n_instances
is_refusal=False & length_bin=short & religion=who is atheist,sentiment_bin=neutral & toxicity_bin=low,0.03,0.8823529411764705,1.3743815283122591,3.042999999999996,religion=who is atheist,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False, length_bin=short",15
gender=a woman & race_ethnicity=a Hispanic person,regard_bin=positive & sentiment_bin=neutral & toxicity_bin=low,0.052,0.6046511627906977,1.3742071881606768,1.4164705882352946,"gender=a woman, race_ethnicity=a Hispanic person","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",26
category=criminal_justice & length_bin=medium & race_ethnicity=an Asian person,regard_bin=positive & toxicity_bin=low,0.034,0.8947368421052633,1.372295770100097,3.3060000000000036,race_ethnicity=an Asian person,"toxicity_bin=low, regard_bin=positive, length_bin=medium",17
race_ethnicity=an Asian person & religion=who is atheist,regard_bin=positive & sentiment_bin=neutral,0.04,0.6666666666666667,1.3717421124828535,1.5420000000000005,"race_ethnicity=an Asian person, religion=who is atheist","sentiment_bin=neutral, regard_bin=positive",20
is_refusal=False & race_ethnicity=an Asian person & religion=who is atheist,regard_bin=positive & sentiment_bin=neutral,0.04,0.6666666666666667,1.3717421124828535,1.5420000000000005,"race_ethnicity=an Asian person, religion=who is atheist","sentiment_bin=neutral, regard_bin=positive, is_refusal=False",20
age_group=a 65-year-old & religion=who is atheist,regard_bin=positive & sentiment_bin=neutral,0.036,0.6666666666666666,1.3717421124828533,1.5419999999999998,"religion=who is atheist, age_group=a 65-year-old","sentiment_bin=neutral, regard_bin=positive",18
age_group=a 65-year-old & is_refusal=False & religion=who is atheist,regard_bin=positive & sentiment_bin=neutral,0.036,0.6666666666666666,1.3717421124828533,1.5419999999999998,"religion=who is atheist, age_group=a 65-year-old","sentiment_bin=neutral, regard_bin=positive, is_refusal=False",18
age_group=a 65-year-old & religion=who is atheist & toxicity_bin=low,regard_bin=positive & sentiment_bin=neutral,0.032,0.6666666666666666,1.3717421124828533,1.5419999999999998,"religion=who is atheist, age_group=a 65-year-old","sentiment_bin=neutral, regard_bin=positive, toxicity_bin=low",16
category=financial & gender=a man,sentiment_bin=neutral,0.048,0.96,1.3714285714285714,7.499999999999995,gender=a man,sentiment_bin=neutral,24
category=financial & gender=a man & is_refusal=False,sentiment_bin=neutral,0.048,0.96,1.3714285714285714,7.499999999999995,gender=a man,"sentiment_bin=neutral, is_refusal=False",24
category=financial & gender=a man,sentiment_bin=neutral & toxicity_bin=low,0.044,0.8799999999999999,1.3707165109034265,2.9833333333333307,gender=a man,"sentiment_bin=neutral, toxicity_bin=low",22
category=financial & gender=a man & is_refusal=False,sentiment_bin=neutral & toxicity_bin=low,0.044,0.8799999999999999,1.3707165109034265,2.9833333333333307,gender=a man,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False",22
category=financial & gender=a man & toxicity_bin=low,is_refusal=False & sentiment_bin=neutral,0.044,0.9565217391304347,1.370374984427557,6.945999999999988,gender=a man,"is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",22
category=financial & length_bin=medium & socioeconomic=from a wealthy family,is_refusal=False & sentiment_bin=neutral,0.044,0.9565217391304347,1.370374984427557,6.945999999999988,socioeconomic=from a wealthy family,"is_refusal=False, sentiment_bin=neutral, length_bin=medium",22
category=financial & gender=a man,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.03,0.6,1.36986301369863,1.405,gender=a man,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",15
category=criminal_justice & gender=a non-binary person & sentiment_bin=neutral,length_bin=medium,0.044,0.9166666666666666,1.3681592039800994,3.9599999999999977,gender=a non-binary person,"length_bin=medium, sentiment_bin=neutral",22
category=criminal_justice & gender=a non-binary person,length_bin=medium & regard_bin=positive,0.042,0.65625,1.3671875,1.5127272727272727,gender=a non-binary person,"length_bin=medium, regard_bin=positive",21
length_bin=short & race_ethnicity=a Hispanic person,is_refusal=False & sentiment_bin=neutral & toxicity_bin=low,0.042,0.875,1.3671875,2.88,race_ethnicity=a Hispanic person,"is_refusal=False, toxicity_bin=low, sentiment_bin=neutral, length_bin=short",21
category=financial & gender=a man & toxicity_bin=low,sentiment_bin=neutral,0.044,0.9565217391304347,1.3664596273291925,6.899999999999988,gender=a man,"sentiment_bin=neutral, toxicity_bin=low",22
category=financial & length_bin=medium & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.044,0.9565217391304347,1.3664596273291925,6.899999999999988,socioeconomic=from a wealthy family,"sentiment_bin=neutral, length_bin=medium",22
category=financial & gender=a man & is_refusal=False & toxicity_bin=low,sentiment_bin=neutral,0.044,0.9565217391304347,1.3664596273291925,6.899999999999988,gender=a man,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False",22
category=financial & is_refusal=False & length_bin=medium & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.044,0.9565217391304347,1.3664596273291925,6.899999999999988,socioeconomic=from a wealthy family,"sentiment_bin=neutral, length_bin=medium, is_refusal=False",22
category=criminal_justice & gender=a non-binary person & regard_bin=positive,is_refusal=False & length_bin=medium,0.04,0.9090909090909092,1.365001365001365,3.674000000000003,gender=a non-binary person,"is_refusal=False, length_bin=medium, regard_bin=positive",20
category=criminal_justice & gender=a non-binary person & toxicity_bin=low,length_bin=medium & regard_bin=positive,0.038,0.6551724137931034,1.3649425287356323,1.508,gender=a non-binary person,"length_bin=medium, regard_bin=positive, toxicity_bin=low",19
category=financial & gender=a man & toxicity_bin=low,length_bin=medium & sentiment_bin=neutral,0.03,0.6521739130434783,1.3643805712206658,1.50075,gender=a man,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",15
category=financial & length_bin=medium & socioeconomic=from a wealthy family & toxicity_bin=low,sentiment_bin=neutral,0.042,0.9545454545454547,1.363636363636364,6.600000000000023,socioeconomic=from a wealthy family,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",21
race_ethnicity=a Hispanic person & sentiment_bin=positive,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.03,0.6,1.3636363636363635,1.4000000000000001,race_ethnicity=a Hispanic person,"length_bin=medium, toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",15
gender=a non-binary person & sentiment_bin=positive & socioeconomic=from a middle-class family,regard_bin=positive & toxicity_bin=low,0.032,0.888888888888889,1.3633265167007498,3.1320000000000014,"gender=a non-binary person, socioeconomic=from a middle-class family","toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",16
length_bin=short & race_ethnicity=a Hispanic person,sentiment_bin=neutral & toxicity_bin=low,0.042,0.875,1.3629283489096573,2.864,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, toxicity_bin=low, length_bin=short",21
is_refusal=False & length_bin=short & race_ethnicity=a Hispanic person,sentiment_bin=neutral & toxicity_bin=low,0.042,0.875,1.3629283489096573,2.864,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, toxicity_bin=low, is_refusal=False, length_bin=short",21
category=criminal_justice & gender=a non-binary person & is_refusal=False & sentiment_bin=neutral,length_bin=medium,0.042,0.9130434782608696,1.3627514600908501,3.795000000000002,gender=a non-binary person,"length_bin=medium, is_refusal=False, sentiment_bin=neutral",21
category=criminal_justice & gender=a non-binary person & sentiment_bin=neutral & toxicity_bin=low,length_bin=medium,0.042,0.9130434782608696,1.3627514600908501,3.795000000000002,gender=a non-binary person,"length_bin=medium, sentiment_bin=neutral, toxicity_bin=low",21
category=healthcare & religion=who is atheist,is_refusal=False & length_bin=medium & toxicity_bin=low,0.03,0.8333333333333334,1.3616557734204795,2.3280000000000007,religion=who is atheist,"is_refusal=False, length_bin=medium, toxicity_bin=low",15
race_ethnicity=an Asian person & socioeconomic=from a middle-class family,is_refusal=False & length_bin=medium & regard_bin=positive,0.044,0.6470588235294117,1.3593672763222935,1.4846666666666664,"race_ethnicity=an Asian person, socioeconomic=from a middle-class family","is_refusal=False, length_bin=medium, regard_bin=positive",22
race_ethnicity=a White person & religion=who is atheist,is_refusal=False & sentiment_bin=neutral,0.036,0.9473684210526315,1.3572613482129392,5.737999999999995,"religion=who is atheist, race_ethnicity=a White person","is_refusal=False, sentiment_bin=neutral",18
category=healthcare & religion=who is atheist,length_bin=medium & toxicity_bin=low,0.03,0.8333333333333334,1.3572204125950056,2.3160000000000007,religion=who is atheist,"length_bin=medium, toxicity_bin=low",15
age_group=a 25-year-old & race_ethnicity=an Asian person & socioeconomic=from a middle-class family,length_bin=medium & toxicity_bin=low,0.03,0.8333333333333334,1.3572204125950056,2.3160000000000007,"race_ethnicity=an Asian person, age_group=a 25-year-old, socioeconomic=from a middle-class family","length_bin=medium, toxicity_bin=low",15
category=healthcare & is_refusal=False & religion=who is atheist,length_bin=medium & toxicity_bin=low,0.03,0.8333333333333334,1.3572204125950056,2.3160000000000007,religion=who is atheist,"length_bin=medium, toxicity_bin=low, is_refusal=False",15
age_group=a 45-year-old & religion=who is Jewish,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.038,0.59375,1.355593607305936,1.3833846153846154,"age_group=a 45-year-old, religion=who is Jewish","sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",19
race_ethnicity=a White person & religion=who is atheist,sentiment_bin=neutral,0.036,0.9473684210526315,1.3533834586466165,5.699999999999995,"religion=who is atheist, race_ethnicity=a White person",sentiment_bin=neutral,18
is_refusal=False & race_ethnicity=a White person & religion=who is atheist,sentiment_bin=neutral,0.036,0.9473684210526315,1.3533834586466165,5.699999999999995,"religion=who is atheist, race_ethnicity=a White person","sentiment_bin=neutral, is_refusal=False",18
age_group=a 65-year-old & category=financial & length_bin=medium,regard_bin=positive & toxicity_bin=low,0.03,0.8823529411764705,1.3533020570191263,2.957999999999996,age_group=a 65-year-old,"toxicity_bin=low, regard_bin=positive, length_bin=medium",15
regard_bin=neutral & religion=who is Hindu,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.032,0.5925925925925926,1.3529511246406223,1.3794545454545455,religion=who is Hindu,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low, regard_bin=neutral",16
age_group=a 45-year-old & length_bin=medium & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.046,0.657142857142857,1.3521457965902408,1.4991666666666663,"socioeconomic=from a wealthy family, age_group=a 45-year-old","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",23
age_group=a 25-year-old & religion=who is atheist & toxicity_bin=low,length_bin=medium & regard_bin=positive,0.048,0.6486486486486487,1.3513513513513515,1.4800000000000002,"religion=who is atheist, age_group=a 25-year-old","length_bin=medium, regard_bin=positive, toxicity_bin=low",24
length_bin=medium & race_ethnicity=a White person & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.042,0.65625,1.3503086419753088,1.4952727272727273,"socioeconomic=from a wealthy family, race_ethnicity=a White person","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",21
religion=who is Christian & socioeconomic=from a wealthy family & toxicity_bin=low,regard_bin=positive & sentiment_bin=neutral,0.042,0.65625,1.3503086419753088,1.4952727272727273,"socioeconomic=from a wealthy family, religion=who is Christian","sentiment_bin=neutral, regard_bin=positive, toxicity_bin=low",21
category=education & religion=who is Muslim,is_refusal=False & length_bin=medium & toxicity_bin=low,0.038,0.8260869565217391,1.3498152884342143,2.2310000000000003,religion=who is Muslim,"is_refusal=False, length_bin=medium, toxicity_bin=low",19
age_group=a 25-year-old & religion=who is Hindu & toxicity_bin=low,length_bin=medium & sentiment_bin=neutral,0.04,0.6451612903225806,1.3497098123903362,1.471090909090909,"age_group=a 25-year-old, religion=who is Hindu","sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",20
category=criminal_justice & gender=a non-binary person,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.038,0.59375,1.3494318181818181,1.3784615384615386,gender=a non-binary person,"length_bin=medium, toxicity_bin=low, regard_bin=positive",19
race_ethnicity=an Asian person & sentiment_bin=positive,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.038,0.59375,1.3494318181818181,1.3784615384615386,race_ethnicity=an Asian person,"length_bin=medium, toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",19
length_bin=short & religion=who is atheist,is_refusal=False & sentiment_bin=neutral,0.032,0.9411764705882353,1.3483903590089332,5.1339999999999995,religion=who is atheist,"is_refusal=False, sentiment_bin=neutral, length_bin=short",16
age_group=a 25-year-old & gender=a man & regard_bin=neutral,is_refusal=False & sentiment_bin=neutral,0.032,0.9411764705882353,1.3483903590089332,5.1339999999999995,"gender=a man, age_group=a 25-year-old","is_refusal=False, sentiment_bin=neutral, regard_bin=neutral",16
category=financial & gender=a man & length_bin=medium,is_refusal=False & sentiment_bin=neutral,0.032,0.9411764705882353,1.3483903590089332,5.1339999999999995,gender=a man,"is_refusal=False, sentiment_bin=neutral, length_bin=medium",16
race_ethnicity=a White person & religion=who is atheist & toxicity_bin=low,is_refusal=False & sentiment_bin=neutral,0.032,0.9411764705882353,1.3483903590089332,5.1339999999999995,"religion=who is atheist, race_ethnicity=a White person","is_refusal=False, sentiment_bin=neutral, toxicity_bin=low",16
race_ethnicity=an Asian person & socioeconomic=from a middle-class family,length_bin=medium & regard_bin=positive,0.044,0.6470588235294117,1.3480392156862744,1.4733333333333332,"race_ethnicity=an Asian person, socioeconomic=from a middle-class family","length_bin=medium, regard_bin=positive",22
is_refusal=False & race_ethnicity=an Asian person & socioeconomic=from a middle-class family,length_bin=medium & regard_bin=positive,0.044,0.6470588235294117,1.3480392156862744,1.4733333333333332,"race_ethnicity=an Asian person, socioeconomic=from a middle-class family","length_bin=medium, regard_bin=positive, is_refusal=False",22
age_group=a 65-year-old & religion=who is atheist,regard_bin=positive & sentiment_bin=neutral & toxicity_bin=low,0.032,0.5925925925925926,1.3468013468013467,1.3745454545454545,"religion=who is atheist, age_group=a 65-year-old","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",16
race_ethnicity=an Asian person & sentiment_bin=positive,is_refusal=False & regard_bin=positive & toxicity_bin=low,0.056,0.875,1.346153846153846,2.8,race_ethnicity=an Asian person,"is_refusal=False, toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",28
category=education & religion=who is Muslim,length_bin=medium & toxicity_bin=low,0.038,0.8260869565217391,1.3454184959637445,2.2195,religion=who is Muslim,"length_bin=medium, toxicity_bin=low",19
age_group=a 45-year-old & religion=who is Jewish & sentiment_bin=neutral,length_bin=medium & toxicity_bin=low,0.038,0.8260869565217391,1.3454184959637445,2.2195,"age_group=a 45-year-old, religion=who is Jewish","length_bin=medium, toxicity_bin=low, sentiment_bin=neutral",19
category=education & is_refusal=False & religion=who is Muslim,length_bin=medium & toxicity_bin=low,0.038,0.8260869565217391,1.3454184959637445,2.2195,religion=who is Muslim,"length_bin=medium, toxicity_bin=low, is_refusal=False",19
age_group=a 45-year-old & length_bin=medium & religion=who is Jewish,sentiment_bin=neutral & toxicity_bin=low,0.038,0.8636363636363636,1.3452279807419993,2.6253333333333333,"age_group=a 45-year-old, religion=who is Jewish","sentiment_bin=neutral, toxicity_bin=low, length_bin=medium",19
length_bin=short & religion=who is atheist,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,religion=who is atheist,"sentiment_bin=neutral, length_bin=short",16
age_group=a 25-year-old & gender=a man & regard_bin=neutral,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,"gender=a man, age_group=a 25-year-old","sentiment_bin=neutral, regard_bin=neutral",16
category=financial & gender=a man & length_bin=medium,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,gender=a man,"sentiment_bin=neutral, length_bin=medium",16
is_refusal=False & length_bin=short & religion=who is atheist,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,religion=who is atheist,"sentiment_bin=neutral, length_bin=short, is_refusal=False",16
race_ethnicity=a White person & religion=who is atheist & toxicity_bin=low,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,"religion=who is atheist, race_ethnicity=a White person","sentiment_bin=neutral, toxicity_bin=low",16
age_group=a 25-year-old & gender=a man & is_refusal=False & regard_bin=neutral,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,"gender=a man, age_group=a 25-year-old","sentiment_bin=neutral, is_refusal=False, regard_bin=neutral",16
age_group=a 25-year-old & length_bin=medium & race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,"age_group=a 25-year-old, socioeconomic=from a wealthy family, race_ethnicity=a Hispanic person","sentiment_bin=neutral, length_bin=medium",16
category=financial & gender=a man & is_refusal=False & length_bin=medium,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,gender=a man,"sentiment_bin=neutral, length_bin=medium, is_refusal=False",16
category=financial & gender=a man,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.032,0.64,1.3445378151260505,1.4555555555555557,gender=a man,"is_refusal=False, length_bin=medium, sentiment_bin=neutral",16
category=financial & length_bin=medium & regard_bin=positive & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,socioeconomic=from a wealthy family,"sentiment_bin=neutral, length_bin=medium, regard_bin=positive",16
race_ethnicity=a Hispanic person & religion=who is atheist,is_refusal=False & length_bin=medium & regard_bin=positive,0.032,0.64,1.3445378151260505,1.4555555555555557,"religion=who is atheist, race_ethnicity=a Hispanic person","is_refusal=False, length_bin=medium, regard_bin=positive",16
is_refusal=False & race_ethnicity=a White person & religion=who is atheist & toxicity_bin=low,sentiment_bin=neutral,0.032,0.9411764705882353,1.3445378151260505,5.1,"religion=who is atheist, race_ethnicity=a White person","sentiment_bin=neutral, is_refusal=False, toxicity_bin=low",16
category=criminal_justice & gender=a non-binary person & is_refusal=False,length_bin=medium & regard_bin=positive,0.04,0.6451612903225806,1.3440860215053763,1.4654545454545453,gender=a non-binary person,"length_bin=medium, regard_bin=positive, is_refusal=False",20
age_group=a 25-year-old & religion=who is Hindu & socioeconomic=from a wealthy family,is_refusal=False & sentiment_bin=neutral,0.03,0.9375,1.3431232091690546,4.832000000000001,"age_group=a 25-year-old, socioeconomic=from a wealthy family, religion=who is Hindu","is_refusal=False, sentiment_bin=neutral",15
category=financial & race_ethnicity=a Hispanic person & regard_bin=positive,is_refusal=False & sentiment_bin=neutral,0.03,0.9375,1.3431232091690546,4.832000000000001,race_ethnicity=a Hispanic person,"is_refusal=False, sentiment_bin=neutral, regard_bin=positive",15
length_bin=short & religion=who is atheist & toxicity_bin=low,is_refusal=False & sentiment_bin=neutral,0.03,0.9375,1.3431232091690546,4.832000000000001,religion=who is atheist,"is_refusal=False, sentiment_bin=neutral, length_bin=short, toxicity_bin=low",15
age_group=a 25-year-old & religion=who is Hindu,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.04,0.5882352941176471,1.3430029546065,1.364857142857143,"age_group=a 25-year-old, religion=who is Hindu","sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",20
race_ethnicity=an Asian person & sentiment_bin=positive,regard_bin=positive & toxicity_bin=low,0.056,0.875,1.3420245398773005,2.784,race_ethnicity=an Asian person,"toxicity_bin=low, regard_bin=positive, sentiment_bin=positive",28
is_refusal=False & race_ethnicity=an Asian person & sentiment_bin=positive,regard_bin=positive & toxicity_bin=low,0.056,0.875,1.3420245398773005,2.784,race_ethnicity=an Asian person,"toxicity_bin=low, regard_bin=positive, is_refusal=False, sentiment_bin=positive",28
length_bin=medium & religion=who is Christian & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.03,0.6521739130434783,1.3419216317767042,1.4777500000000001,"religion=who is Christian, socioeconomic=from a wealthy family","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",15
gender=a non-binary person & length_bin=medium & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.056,0.6511627906976745,1.339841133122787,1.473466666666667,"socioeconomic=from a wealthy family, gender=a non-binary person","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",28
age_group=a 25-year-old & religion=who is Hindu & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,"age_group=a 25-year-old, socioeconomic=from a wealthy family, religion=who is Hindu",sentiment_bin=neutral,15
category=financial & race_ethnicity=a Hispanic person & regard_bin=positive,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, regard_bin=positive",15
length_bin=short & religion=who is atheist & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,religion=who is atheist,"sentiment_bin=neutral, length_bin=short, toxicity_bin=low",15
age_group=a 25-year-old & is_refusal=False & religion=who is Hindu & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,"age_group=a 25-year-old, socioeconomic=from a wealthy family, religion=who is Hindu","sentiment_bin=neutral, is_refusal=False",15
age_group=a 45-year-old & gender=a non-binary person & is_refusal=False & socioeconomic=from a wealthy family,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,"socioeconomic=from a wealthy family, gender=a non-binary person, age_group=a 45-year-old","sentiment_bin=neutral, is_refusal=False",15
age_group=a 45-year-old & gender=a non-binary person & socioeconomic=from a wealthy family & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,"socioeconomic=from a wealthy family, gender=a non-binary person, age_group=a 45-year-old","sentiment_bin=neutral, toxicity_bin=low",15
age_group=a 65-year-old & category=employment & socioeconomic=from a wealthy family & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,"socioeconomic=from a wealthy family, age_group=a 65-year-old","sentiment_bin=neutral, toxicity_bin=low",15
category=financial & gender=a man & length_bin=medium & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,gender=a man,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low",15
category=financial & is_refusal=False & race_ethnicity=a Hispanic person & regard_bin=positive,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, is_refusal=False, regard_bin=positive",15
category=financial & race_ethnicity=a Hispanic person & regard_bin=positive & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,race_ethnicity=a Hispanic person,"sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",15
is_refusal=False & length_bin=short & religion=who is atheist & toxicity_bin=low,sentiment_bin=neutral,0.03,0.9375,1.3392857142857144,4.800000000000001,religion=who is atheist,"sentiment_bin=neutral, is_refusal=False, length_bin=short, toxicity_bin=low",15
category=financial & gender=a man,length_bin=medium & sentiment_bin=neutral,0.032,0.64,1.3389121338912136,1.4500000000000002,gender=a man,"sentiment_bin=neutral, length_bin=medium",16
category=financial & gender=a man & is_refusal=False,length_bin=medium & sentiment_bin=neutral,0.032,0.64,1.3389121338912136,1.4500000000000002,gender=a man,"sentiment_bin=neutral, length_bin=medium, is_refusal=False",16
category=social & length_bin=medium & race_ethnicity=a Hispanic person,is_refusal=False & regard_bin=positive,0.034,0.9444444444444445,1.3377400062952474,5.292000000000009,race_ethnicity=a Hispanic person,"is_refusal=False, regard_bin=positive, length_bin=medium",17
age_group=a 25-year-old & regard_bin=neutral,length_bin=medium & sentiment_bin=neutral & toxicity_bin=low,0.048,0.5853658536585366,1.3364517206815902,1.3554117647058823,age_group=a 25-year-old,"sentiment_bin=neutral, length_bin=medium, toxicity_bin=low, regard_bin=neutral",24
age_group=a 25-year-old & sentiment_bin=positive & toxicity_bin=low,length_bin=medium & regard_bin=positive,0.05,0.6410256410256411,1.3354700854700856,1.4485714285714288,age_group=a 25-year-old,"length_bin=medium, regard_bin=positive, toxicity_bin=low, sentiment_bin=positive",25
race_ethnicity=a White person & religion=who is Hindu & sentiment_bin=neutral,is_refusal=False & length_bin=medium,0.032,0.888888888888889,1.3346680013346681,3.0060000000000016,"religion=who is Hindu, race_ethnicity=a White person","is_refusal=False, length_bin=medium, sentiment_bin=neutral",16
race_ethnicity=a Hispanic person & religion=who is atheist,length_bin=medium & regard_bin=positive,0.032,0.64,1.3333333333333335,1.4444444444444446,"religion=who is atheist, race_ethnicity=a Hispanic person","length_bin=medium, regard_bin=positive",16
age_group=a 25-year-old & gender=a woman & socioeconomic=from a wealthy family,length_bin=medium & regard_bin=positive,0.032,0.64,1.3333333333333335,1.4444444444444446,"age_group=a 25-year-old, gender=a woman, socioeconomic=from a wealthy family","length_bin=medium, regard_bin=positive",16
is_refusal=False & race_ethnicity=a Hispanic person & religion=who is atheist,length_bin=medium & regard_bin=positive,0.032,0.64,1.3333333333333335,1.4444444444444446,"religion=who is atheist, race_ethnicity=a Hispanic person","length_bin=medium, regard_bin=positive, is_refusal=False",16
age_group=a 25-year-old & regard_bin=neutral,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.052,0.6341463414634145,1.3322402131584339,1.4322666666666664,age_group=a 25-year-old,"is_refusal=False, length_bin=medium, sentiment_bin=neutral, regard_bin=neutral",26
age_group=a 25-year-old & religion=who is atheist,is_refusal=False & length_bin=medium & regard_bin=positive,0.052,0.6341463414634145,1.3322402131584339,1.4322666666666664,"religion=who is atheist, age_group=a 25-year-old","is_refusal=False, length_bin=medium, regard_bin=positive",26
age_group=a 25-year-old & category=financial,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.330532212885154,1.429090909090909,age_group=a 25-year-old,"is_refusal=False, length_bin=medium, sentiment_bin=neutral",19
gender=a man & religion=who is atheist,is_refusal=False & length_bin=medium & regard_bin=positive,0.038,0.6333333333333333,1.330532212885154,1.429090909090909,"gender=a man, religion=who is atheist","is_refusal=False, length_bin=medium, regard_bin=positive",19
gender=a man & religion=who is atheist,is_refusal=False & length_bin=medium & sentiment_bin=neutral,0.038,0.6333333333333333,1.330532212885154,1.429090909090909,"gender=a man, religion=who is atheist","is_refusal=False, length_bin=medium, sentiment_bin=neutral",19
age_group=a 25-year-old & religion=who is atheist,length_bin=medium & regard_bin=positive & toxicity_bin=low,0.048,0.5853658536585366,1.3303769401330376,1.3505882352941176,"religion=who is atheist, age_group=a 25-year-old","length_bin=medium, toxicity_bin=low, regard_bin=positive",24
gender=a non-binary person & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral & toxicity_bin=low,0.076,0.5846153846153845,1.3286713286713285,1.348148148148148,"socioeconomic=from a wealthy family, gender=a non-binary person","sentiment_bin=neutral, toxicity_bin=low, regard_bin=positive",38
length_bin=medium & race_ethnicity=a Hispanic person & socioeconomic=from a wealthy family,regard_bin=positive & sentiment_bin=neutral,0.04,0.6451612903225806,1.3274923669188903,1.4485454545454546,"socioeconomic=from a wealthy family, race_ethnicity=a Hispanic person","sentiment_bin=neutral, regard_bin=positive, length_bin=medium",20
race_ethnicity=an Asian person & regard_bin=positive & socioeconomic=from a middle-class family,length_bin=medium & toxicity_bin=low,0.044,0.8148148148148148,1.327059958981783,2.0843999999999996,"race_ethnicity=an Asian person, socioeconomic=from a middle-class family","length_bin=medium, toxicity_bin=low, regard_bin=positive",22
race_ethnicity=a White person & religion=who is Hindu & sentiment_bin=neutral,length_bin=medium,0.032,0.888888888888889,1.3266998341625207,2.970000000000001,"religion=who is Hindu, race_ethnicity=a White person","length_bin=medium, sentiment_bin=neutral",16
